month,service_center_id,service_type,job_category,model_id,variant_id,total_orders,completed_orders,breached_orders,sla_target_hours,avg_resolution_hours,p90_resolution_hours,backlog_open_orders,parts_wait_orders,repeat_repair_orders,cancelled_orders
2025-01-01,SVC005,Periodic Service,Mechanical,,,1,1,0,48.00,36.01,64.02,0,0,1,0
2025-01-01,SVC005,Recall Campaign,Campaign,,,23,16,1,48.00,36.26,64.38,5,1,0,2
2025-01-01,SVC005,Running Repair,Body Repair,,,4,2,0,96.00,80.04,122.07,1,0,0,1
2025-01-01,SVC005,Running Repair,Campaign,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2025-01-01,SVC005,Running Repair,Diagnostics,,,4,4,0,48.00,36.04,64.07,0,0,0,0
2025-01-01,SVC005,Running Repair,Electrical,,,4,2,0,72.00,58.04,96.07,2,0,0,0
2025-01-01,SVC005,Running Repair,Maintenance,,,7,5,1,48.00,36.08,64.12,2,0,0,0
2025-01-01,SVC005,Running Repair,Mechanical,,,3,1,0,48.00,36.03,64.05,1,0,0,1
2025-01-01,SVC005,Warranty Repair,Body Repair,,,6,4,1,96.00,80.07,122.10,0,0,1,2
2025-01-01,SVC005,Warranty Repair,Campaign,,,3,1,0,48.00,36.03,64.05,1,0,0,1
2025-01-01,SVC005,Warranty Repair,Diagnostics,,,2,0,0,48.00,36.02,64.03,0,0,1,2
2025-01-01,SVC005,Warranty Repair,Electrical,,,1,1,0,72.00,58.01,96.02,0,0,0,0
2025-01-01,SVC005,Warranty Repair,Maintenance,,,3,1,0,48.00,36.03,64.05,0,0,0,2
2025-01-01,SVC005,Warranty Repair,Mechanical,,,5,4,1,48.00,36.06,64.08,1,0,1,0
2025-01-01,SVC006,Accident Repair,Body Repair,,,23,14,4,96.00,80.25,122.37,6,1,5,3
2025-01-01,SVC006,Inspection,Body Repair,,,2,1,0,96.00,80.02,122.03,0,0,1,1
2025-01-01,SVC006,Inspection,Campaign,,,4,3,0,48.00,36.04,64.06,1,0,0,0
2025-01-01,SVC006,Inspection,Diagnostics,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC006,Inspection,Electrical,,,3,1,0,72.00,58.03,96.05,0,0,0,2
2025-01-01,SVC006,Inspection,Maintenance,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC006,Inspection,Mechanical,,,5,4,1,48.00,36.05,64.08,0,0,1,1
2025-01-01,SVC006,Periodic Service,Body Repair,,,5,3,0,96.00,80.05,122.08,0,0,0,2
2025-01-01,SVC006,Periodic Service,Campaign,,,4,3,0,48.00,36.04,64.06,0,0,0,1
2025-01-01,SVC006,Periodic Service,Diagnostics,,,4,3,0,48.00,36.04,64.06,0,0,1,1
2025-01-01,SVC006,Periodic Service,Electrical,,,3,2,1,72.00,58.03,96.05,0,0,1,1
2025-01-01,SVC006,Periodic Service,Maintenance,,,2,2,0,48.00,36.02,64.03,0,0,1,0
2025-01-01,SVC006,Periodic Service,Mechanical,,,3,3,0,48.00,36.03,64.05,0,0,0,0
2025-01-01,SVC006,Recall Campaign,Campaign,,,21,16,2,48.00,36.23,64.34,1,1,3,4
2025-01-01,SVC006,Running Repair,Body Repair,,,2,1,1,96.00,80.02,122.03,1,0,1,0
2025-01-01,SVC006,Running Repair,Campaign,,,2,1,0,48.00,36.02,64.03,1,0,0,0
2025-01-01,SVC006,Running Repair,Electrical,,,4,2,0,72.00,58.04,96.06,1,0,0,1
2025-01-01,SVC006,Running Repair,Maintenance,,,3,2,0,48.00,36.03,64.05,1,0,0,0
2025-01-01,SVC006,Running Repair,Mechanical,,,3,2,1,48.00,36.03,64.05,1,0,1,0
2025-01-01,SVC006,Warranty Repair,Body Repair,,,4,2,1,96.00,80.04,122.06,1,0,1,1
2025-01-01,SVC006,Warranty Repair,Campaign,,,4,3,0,48.00,36.04,64.06,1,0,0,0
2025-01-01,SVC006,Warranty Repair,Diagnostics,,,4,3,1,48.00,36.04,64.06,1,0,1,0
2025-01-01,SVC006,Warranty Repair,Electrical,,,2,1,0,72.00,58.02,96.03,0,0,0,1
2025-01-01,SVC006,Warranty Repair,Maintenance,,,3,3,0,48.00,36.03,64.05,0,0,0,0
2025-01-01,SVC006,Warranty Repair,Mechanical,,,5,3,0,48.00,36.05,64.08,1,0,0,1
2025-01-01,SVC007,Accident Repair,Body Repair,,,23,15,3,96.00,80.24,122.36,7,1,1,1
2025-01-01,SVC007,Inspection,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2025-01-01,SVC007,Inspection,Campaign,,,5,4,1,48.00,36.05,64.08,1,0,1,0
2025-01-01,SVC007,Inspection,Diagnostics,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2025-01-01,SVC007,Inspection,Electrical,,,5,4,1,72.00,58.05,96.08,0,1,1,1
2025-01-01,SVC007,Inspection,Maintenance,,,4,2,0,48.00,36.04,64.06,0,0,0,2
2025-01-01,SVC007,Inspection,Mechanical,,,5,3,0,48.00,36.05,64.08,0,0,0,2
2025-01-01,SVC007,Periodic Service,Body Repair,,,1,0,0,96.00,80.01,122.02,0,0,0,1
2025-01-01,SVC007,Periodic Service,Campaign,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-01-01,SVC007,Periodic Service,Diagnostics,,,3,3,0,48.00,36.03,64.05,0,0,0,0
2025-01-01,SVC007,Periodic Service,Electrical,,,3,1,1,72.00,58.03,96.05,0,0,1,2
2025-01-01,SVC007,Periodic Service,Maintenance,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC007,Periodic Service,Mechanical,,,8,6,0,48.00,36.08,64.12,1,0,0,1
2025-01-01,SVC007,Recall Campaign,Campaign,,,20,11,2,48.00,36.21,64.31,7,1,2,2
2025-01-01,SVC007,Running Repair,Body Repair,,,4,2,0,96.00,80.04,122.06,2,0,0,0
2025-01-01,SVC007,Running Repair,Electrical,,,3,3,0,72.00,58.03,96.05,0,0,0,0
2025-01-01,SVC007,Running Repair,Maintenance,,,4,3,0,48.00,36.04,64.06,1,0,0,0
2025-01-01,SVC007,Running Repair,Mechanical,,,6,6,0,48.00,36.06,64.09,0,0,0,0
2025-01-01,SVC007,Warranty Repair,Body Repair,,,4,4,0,96.00,80.04,122.06,0,0,0,0
2025-01-01,SVC007,Warranty Repair,Campaign,,,5,3,0,48.00,36.05,64.08,0,0,0,2
2025-01-01,SVC007,Warranty Repair,Diagnostics,,,1,0,0,48.00,36.01,64.02,0,0,0,1
2025-01-01,SVC007,Warranty Repair,Electrical,,,2,2,0,72.00,58.02,96.03,0,0,0,0
2025-01-01,SVC007,Warranty Repair,Maintenance,,,5,5,0,48.00,36.05,64.08,0,0,0,0
2025-01-01,SVC007,Warranty Repair,Mechanical,,,4,2,0,48.00,36.04,64.06,0,0,0,2
2025-01-01,SVC008,Accident Repair,Body Repair,,,19,13,3,96.00,80.19,122.29,2,1,5,4
2025-01-01,SVC008,Inspection,Body Repair,,,3,1,0,96.00,80.03,122.05,1,0,1,1
2025-01-01,SVC008,Inspection,Campaign,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2025-01-01,SVC008,Inspection,Diagnostics,,,4,2,0,48.00,36.04,64.06,1,0,0,1
2025-01-01,SVC008,Inspection,Electrical,,,7,5,1,72.00,58.07,96.11,2,1,0,0
2025-01-01,SVC008,Inspection,Maintenance,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2025-01-01,SVC008,Inspection,Mechanical,,,2,1,0,48.00,36.02,64.03,0,0,0,1
2025-01-01,SVC008,Periodic Service,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2025-01-01,SVC008,Periodic Service,Campaign,,,5,5,0,48.00,36.05,64.08,0,0,0,0
2025-01-01,SVC008,Periodic Service,Diagnostics,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC008,Periodic Service,Electrical,,,2,1,0,72.00,58.02,96.03,1,0,0,0
2025-01-01,SVC008,Periodic Service,Maintenance,,,2,0,0,48.00,36.02,64.03,1,0,1,1
2025-01-01,SVC008,Periodic Service,Mechanical,,,4,1,0,48.00,36.04,64.06,3,0,0,0
2025-01-01,SVC008,Recall Campaign,Campaign,,,27,18,2,48.00,36.27,64.41,4,2,2,5
2025-01-01,SVC008,Running Repair,Body Repair,,,4,1,1,96.00,80.04,122.06,2,0,1,1
2025-01-01,SVC008,Running Repair,Campaign,,,5,5,1,48.00,36.05,64.08,0,0,2,0
2025-01-01,SVC008,Running Repair,Diagnostics,,,4,3,1,48.00,36.04,64.06,1,0,1,0
2025-01-01,SVC008,Running Repair,Electrical,,,4,2,0,72.00,58.04,96.06,0,0,0,2
2025-01-01,SVC008,Running Repair,Maintenance,,,5,4,0,48.00,36.05,64.08,0,0,0,1
2025-01-01,SVC008,Running Repair,Mechanical,,,3,0,1,48.00,36.03,64.05,1,0,1,2
2025-01-01,SVC008,Warranty Repair,Body Repair,,,2,1,0,96.00,80.02,122.03,1,0,0,0
2025-01-01,SVC008,Warranty Repair,Campaign,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2025-01-01,SVC008,Warranty Repair,Diagnostics,,,6,6,1,48.00,36.06,64.09,0,0,1,0
2025-01-01,SVC008,Warranty Repair,Electrical,,,4,4,0,72.00,58.04,96.06,0,0,0,0
2025-01-01,SVC008,Warranty Repair,Maintenance,,,2,0,0,48.00,36.02,64.03,2,0,0,0
2025-01-01,SVC008,Warranty Repair,Mechanical,,,1,0,0,48.00,36.01,64.02,0,0,0,1
2025-01-01,SVC009,Accident Repair,Body Repair,,,18,10,2,96.00,80.18,122.26,3,1,2,5
2025-01-01,SVC009,Inspection,Body Repair,,,2,2,0,96.00,80.02,122.03,0,0,0,0
2025-01-01,SVC009,Inspection,Campaign,,,2,0,0,48.00,36.02,64.03,2,0,0,0
2025-01-01,SVC009,Inspection,Diagnostics,,,2,2,0,48.00,36.02,64.03,0,0,0,0
2025-01-01,SVC009,Inspection,Electrical,,,2,2,0,72.00,58.02,96.03,0,0,0,0
2025-01-01,SVC009,Inspection,Maintenance,,,4,0,0,48.00,36.04,64.06,2,0,0,2
2025-01-01,SVC009,Inspection,Mechanical,,,6,5,1,48.00,36.06,64.09,0,0,2,1
2025-01-01,SVC009,Periodic Service,Body Repair,,,4,2,0,96.00,80.04,122.06,2,0,0,0
2025-01-01,SVC009,Periodic Service,Campaign,,,5,1,0,48.00,36.05,64.07,2,0,0,2
2025-01-01,SVC009,Periodic Service,Diagnostics,,,7,5,0,48.00,36.07,64.10,2,0,0,0
2025-01-01,SVC009,Periodic Service,Electrical,,,2,2,0,72.00,58.02,96.03,0,0,0,0
2025-01-01,SVC009,Periodic Service,Maintenance,,,4,2,0,48.00,36.04,64.06,1,0,0,1
2025-01-01,SVC009,Periodic Service,Mechanical,,,6,2,1,48.00,36.06,64.09,1,0,1,3
2025-01-01,SVC009,Recall Campaign,Campaign,,,16,12,1,48.00,36.16,64.24,0,1,2,4
2025-01-01,SVC009,Running Repair,Body Repair,,,3,2,1,96.00,80.03,122.04,1,0,1,0
2025-01-01,SVC009,Running Repair,Campaign,,,3,1,1,48.00,36.03,64.04,0,0,1,2
2025-01-01,SVC009,Running Repair,Diagnostics,,,4,2,0,48.00,36.04,64.06,1,0,0,1
2025-01-01,SVC009,Running Repair,Electrical,,,2,1,1,72.00,58.02,96.03,1,0,1,0
2025-01-01,SVC009,Running Repair,Maintenance,,,6,2,1,48.00,36.06,64.09,1,0,2,3
2025-01-01,SVC009,Running Repair,Mechanical,,,4,2,0,48.00,36.04,64.06,0,0,0,2
2025-01-01,SVC009,Warranty Repair,Body Repair,,,2,0,1,96.00,80.02,122.03,2,0,1,0
2025-01-01,SVC009,Warranty Repair,Campaign,,,6,4,1,48.00,36.06,64.09,1,0,2,1
2025-01-01,SVC009,Warranty Repair,Electrical,,,3,2,0,72.00,58.03,96.04,1,0,0,0
2025-01-01,SVC009,Warranty Repair,Maintenance,,,4,4,0,48.00,36.04,64.06,0,0,0,0
2025-01-01,SVC009,Warranty Repair,Mechanical,,,4,3,0,48.00,36.04,64.06,1,0,0,0
2025-01-01,SVC010,Accident Repair,Body Repair,,,14,9,1,96.00,80.22,122.33,4,1,0,1
2025-01-01,SVC010,Inspection,Body Repair,,,2,2,0,96.00,80.03,122.05,0,0,0,0
2025-01-01,SVC010,Inspection,Diagnostics,,,2,2,0,48.00,36.03,64.05,0,0,0,0
2025-01-01,SVC010,Inspection,Electrical,,,2,1,0,72.00,58.03,96.05,1,0,0,0
2025-01-01,SVC010,Inspection,Maintenance,,,3,2,1,48.00,36.05,64.07,1,0,2,0
2025-01-01,SVC010,Inspection,Mechanical,,,5,4,0,48.00,36.08,64.12,0,0,0,1
2025-01-01,SVC010,Periodic Service,Body Repair,,,1,0,0,96.00,80.02,122.02,1,0,0,0
2025-01-01,SVC010,Periodic Service,Electrical,,,3,3,1,72.00,58.05,96.07,0,0,1,0
2025-01-01,SVC010,Periodic Service,Maintenance,,,1,1,0,48.00,36.02,64.02,0,0,0,0
2025-01-01,SVC010,Periodic Service,Mechanical,,,1,1,0,48.00,36.02,64.02,0,0,0,0
2025-01-01,SVC010,Recall Campaign,Campaign,,,21,13,2,48.00,36.33,64.49,4,1,2,4
2025-01-01,SVC010,Running Repair,Body Repair,,,1,0,0,96.00,80.02,122.02,1,0,0,0
2025-01-01,SVC010,Running Repair,Campaign,,,4,2,0,48.00,36.06,64.09,2,0,0,0
2025-01-01,SVC010,Running Repair,Diagnostics,,,3,3,0,48.00,36.05,64.07,0,0,0,0
2025-01-01,SVC010,Running Repair,Electrical,,,3,1,1,72.00,58.05,96.07,1,0,1,1
2025-01-01,SVC010,Running Repair,Mechanical,,,1,0,0,48.00,36.02,64.02,1,0,0,0
2025-01-01,SVC010,Warranty Repair,Body Repair,,,2,1,0,96.00,80.03,122.05,1,0,0,0
2025-01-01,SVC010,Warranty Repair,Campaign,,,2,1,0,48.00,36.03,64.05,0,0,1,1
2025-01-01,SVC010,Warranty Repair,Diagnostics,,,1,0,0,48.00,36.02,64.02,1,0,0,0
2025-01-01,SVC010,Warranty Repair,Electrical,,,3,2,0,72.00,58.05,96.07,0,0,0,1
2025-01-01,SVC010,Warranty Repair,Maintenance,,,2,2,0,48.00,36.03,64.05,0,0,0,0
2025-01-01,SVC011,Accident Repair,Body Repair,,,11,7,1,96.00,80.17,122.25,2,1,0,2
2025-01-01,SVC011,Inspection,Body Repair,,,1,1,0,96.00,80.02,122.02,0,0,0,0
2025-01-01,SVC011,Inspection,Campaign,,,2,2,0,48.00,36.03,64.05,0,0,0,0
2025-01-01,SVC011,Inspection,Diagnostics,,,3,3,0,48.00,36.05,64.07,0,0,1,0
2025-01-01,SVC011,Inspection,Electrical,,,1,1,0,72.00,58.02,96.02,0,0,0,0
2025-01-01,SVC011,Inspection,Maintenance,,,1,1,0,48.00,36.02,64.02,0,0,0,0
2025-01-01,SVC011,Inspection,Mechanical,,,1,0,0,48.00,36.02,64.02,0,0,0,1
2025-01-01,SVC011,Periodic Service,Body Repair,,,2,0,0,96.00,80.03,122.05,0,0,0,2
2025-01-01,SVC011,Periodic Service,Campaign,,,2,2,0,48.00,36.03,64.05,0,0,0,0
2025-01-01,SVC011,Periodic Service,Diagnostics,,,3,0,0,48.00,36.05,64.07,2,0,0,1
2025-01-01,SVC011,Periodic Service,Electrical,,,1,1,0,72.00,58.02,96.02,0,0,0,0
2025-01-01,SVC011,Periodic Service,Mechanical,,,4,2,0,48.00,36.06,64.09,2,0,1,0
2025-01-01,SVC011,Recall Campaign,Campaign,,,13,7,1,48.00,36.20,64.30,2,1,0,4
2025-01-01,SVC011,Running Repair,Body Repair,,,1,1,0,96.00,80.02,122.02,0,0,1,0
2025-01-01,SVC011,Running Repair,Campaign,,,2,1,0,48.00,36.03,64.05,1,0,0,0
2025-01-01,SVC011,Running Repair,Diagnostics,,,2,1,0,48.00,36.03,64.05,0,0,0,1
2025-01-01,SVC011,Running Repair,Electrical,,,3,2,0,72.00,58.05,96.07,0,0,0,1
2025-01-01,SVC011,Running Repair,Maintenance,,,4,2,0,48.00,36.06,64.09,2,0,0,0
2025-01-01,SVC011,Running Repair,Mechanical,,,4,3,0,48.00,36.06,64.09,1,0,0,0
2025-01-01,SVC011,Warranty Repair,Body Repair,,,4,3,0,96.00,80.06,122.09,1,0,0,0
2025-01-01,SVC011,Warranty Repair,Diagnostics,,,2,2,0,48.00,36.03,64.05,0,0,0,0
2025-01-01,SVC011,Warranty Repair,Electrical,,,4,1,1,72.00,58.06,96.09,2,0,1,1
2025-01-01,SVC011,Warranty Repair,Maintenance,,,3,3,0,48.00,36.05,64.07,0,0,0,0
2025-01-01,SVC011,Warranty Repair,Mechanical,,,1,1,0,48.00,36.02,64.02,0,0,0,0
2025-01-01,SVC012,Accident Repair,Body Repair,,,19,12,2,96.00,80.28,122.42,4,1,0,3
2025-01-01,SVC012,Inspection,Body Repair,,,1,0,0,96.00,80.01,122.02,1,0,0,0
2025-01-01,SVC012,Inspection,Campaign,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-01-01,SVC012,Inspection,Diagnostics,,,5,4,1,48.00,36.07,64.11,0,0,2,1
2025-01-01,SVC012,Inspection,Electrical,,,3,2,0,72.00,58.04,96.07,1,0,0,0
2025-01-01,SVC012,Inspection,Maintenance,,,3,0,0,48.00,36.04,64.07,2,0,1,1
2025-01-01,SVC012,Periodic Service,Campaign,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-01-01,SVC012,Periodic Service,Diagnostics,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC012,Periodic Service,Electrical,,,4,3,0,72.00,58.06,96.09,1,0,0,0
2025-01-01,SVC012,Periodic Service,Mechanical,,,5,4,1,48.00,36.07,64.11,1,0,1,0
2025-01-01,SVC012,Recall Campaign,Campaign,,,20,11,1,48.00,36.30,64.44,5,1,0,4
2025-01-01,SVC012,Running Repair,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2025-01-01,SVC012,Running Repair,Campaign,,,4,2,0,48.00,36.06,64.09,1,0,0,1
2025-01-01,SVC012,Running Repair,Diagnostics,,,5,2,0,48.00,36.07,64.11,3,0,0,0
2025-01-01,SVC012,Running Repair,Electrical,,,4,1,0,72.00,58.06,96.09,2,0,0,1
2025-01-01,SVC012,Running Repair,Maintenance,,,1,1,0,48.00,36.01,64.02,0,0,1,0
2025-01-01,SVC012,Running Repair,Mechanical,,,5,2,0,48.00,36.07,64.11,1,0,0,2
2025-01-01,SVC012,Warranty Repair,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2025-01-01,SVC012,Warranty Repair,Diagnostics,,,1,0,0,48.00,36.01,64.02,1,0,1,0
2025-01-01,SVC012,Warranty Repair,Electrical,,,1,1,0,72.00,58.01,96.02,0,0,0,0
2025-01-01,SVC012,Warranty Repair,Maintenance,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2025-01-01,SVC012,Warranty Repair,Mechanical,,,5,5,0,48.00,36.07,64.11,0,0,0,0
2025-01-01,SVC013,Accident Repair,Body Repair,,,26,21,3,96.00,80.38,122.57,4,2,2,1
2025-01-01,SVC013,Inspection,Body Repair,,,2,1,0,96.00,80.03,122.04,1,0,0,0
2025-01-01,SVC013,Inspection,Campaign,,,2,2,0,48.00,36.03,64.04,0,0,1,0
2025-01-01,SVC013,Inspection,Diagnostics,,,4,3,0,48.00,36.06,64.09,1,0,0,0
2025-01-01,SVC013,Inspection,Electrical,,,2,1,0,72.00,58.03,96.04,0,0,0,1
2025-01-01,SVC013,Inspection,Maintenance,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-01-01,SVC013,Inspection,Mechanical,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-01-01,SVC013,Periodic Service,Body Repair,,,3,1,0,96.00,80.04,122.07,1,0,0,1
2025-01-01,SVC013,Periodic Service,Campaign,,,3,3,0,48.00,36.04,64.07,0,0,0,0
2025-01-01,SVC013,Periodic Service,Diagnostics,,,3,2,0,48.00,36.04,64.07,0,0,1,1
2025-01-01,SVC013,Periodic Service,Electrical,,,3,1,0,72.00,58.04,96.07,1,0,0,1
2025-01-01,SVC013,Periodic Service,Maintenance,,,1,0,0,48.00,36.01,64.02,0,0,1,1
2025-01-01,SVC013,Periodic Service,Mechanical,,,4,2,0,48.00,36.06,64.09,1,0,0,1
2025-01-01,SVC013,Recall Campaign,Campaign,,,11,7,1,48.00,36.16,64.24,2,1,1,2
2025-01-01,SVC013,Running Repair,Body Repair,,,2,1,1,96.00,80.03,122.04,0,0,1,1
2025-01-01,SVC013,Running Repair,Campaign,,,4,4,0,48.00,36.06,64.09,0,0,0,0
2025-01-01,SVC013,Running Repair,Diagnostics,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-01-01,SVC013,Running Repair,Electrical,,,1,1,0,72.00,58.01,96.02,0,0,0,0
2025-01-01,SVC013,Running Repair,Maintenance,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC013,Running Repair,Mechanical,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-01-01,SVC013,Warranty Repair,Body Repair,,,3,2,0,96.00,80.04,122.07,0,0,0,1
2025-01-01,SVC013,Warranty Repair,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC013,Warranty Repair,Diagnostics,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-01-01,SVC013,Warranty Repair,Maintenance,,,4,4,0,48.00,36.06,64.09,0,0,0,0
2025-01-01,SVC013,Warranty Repair,Mechanical,,,5,4,0,48.00,36.07,64.11,1,0,0,0
2025-01-01,SVC014,Accident Repair,Body Repair,,,12,9,1,96.00,80.17,122.26,1,1,0,2
2025-01-01,SVC014,Inspection,Body Repair,,,4,3,0,96.00,80.06,122.09,0,0,0,1
2025-01-01,SVC014,Inspection,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC014,Inspection,Diagnostics,,,4,4,0,48.00,36.06,64.09,0,0,0,0
2025-01-01,SVC014,Inspection,Electrical,,,2,2,0,72.00,58.03,96.04,0,0,0,0
2025-01-01,SVC014,Inspection,Maintenance,,,6,5,0,48.00,36.09,64.13,0,0,0,1
2025-01-01,SVC014,Inspection,Mechanical,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC014,Periodic Service,Body Repair,,,2,2,0,96.00,80.03,122.04,0,0,1,0
2025-01-01,SVC014,Periodic Service,Campaign,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-01-01,SVC014,Periodic Service,Diagnostics,,,3,2,0,48.00,36.04,64.06,1,0,0,0
2025-01-01,SVC014,Periodic Service,Maintenance,,,4,3,0,48.00,36.06,64.09,1,0,1,0
2025-01-01,SVC014,Periodic Service,Mechanical,,,4,2,0,48.00,36.06,64.09,1,0,0,1
2025-01-01,SVC014,Recall Campaign,Campaign,,,12,8,1,48.00,36.17,64.26,2,1,2,2
2025-01-01,SVC014,Running Repair,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2025-01-01,SVC014,Running Repair,Campaign,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2025-01-01,SVC014,Running Repair,Diagnostics,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-01-01,SVC014,Running Repair,Electrical,,,3,3,0,72.00,58.04,96.06,0,0,0,0
2025-01-01,SVC014,Running Repair,Maintenance,,,2,1,0,48.00,36.03,64.04,0,0,0,1
2025-01-01,SVC014,Running Repair,Mechanical,,,1,0,0,48.00,36.01,64.02,1,0,0,0
2025-01-01,SVC014,Warranty Repair,Body Repair,,,2,2,0,96.00,80.03,122.04,0,0,0,0
2025-01-01,SVC014,Warranty Repair,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC014,Warranty Repair,Diagnostics,,,3,2,0,48.00,36.04,64.06,1,0,0,0
2025-01-01,SVC014,Warranty Repair,Electrical,,,2,1,0,72.00,58.03,96.04,1,0,0,0
2025-01-01,SVC014,Warranty Repair,Maintenance,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2025-01-01,SVC014,Warranty Repair,Mechanical,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC015,Accident Repair,Body Repair,,,19,15,2,96.00,80.26,122.40,3,1,1,1
2025-01-01,SVC015,Inspection,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2025-01-01,SVC015,Inspection,Campaign,,,3,1,0,48.00,36.04,64.06,1,0,0,1
2025-01-01,SVC015,Inspection,Diagnostics,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-01-01,SVC015,Inspection,Electrical,,,3,3,0,72.00,58.04,96.06,0,0,0,0
2025-01-01,SVC015,Inspection,Maintenance,,,5,4,0,48.00,36.07,64.10,1,0,0,0
2025-01-01,SVC015,Inspection,Mechanical,,,3,1,0,48.00,36.04,64.06,1,0,0,1
2025-01-01,SVC015,Periodic Service,Body Repair,,,3,2,0,96.00,80.04,122.06,1,0,0,0
2025-01-01,SVC015,Periodic Service,Campaign,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC015,Periodic Service,Diagnostics,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-01-01,SVC015,Periodic Service,Electrical,,,2,2,0,72.00,58.03,96.04,0,0,0,0
2025-01-01,SVC015,Periodic Service,Mechanical,,,1,1,0,48.00,36.01,64.02,0,0,0,0
2025-01-01,SVC015,Recall Campaign,Campaign,,,16,11,1,48.00,36.22,64.33,2,1,1,3
2025-01-01,SVC015,Running Repair,Body Repair,,,1,1,0,96.00,80.01,122.02,0,0,0,0
2025-01-01,SVC015,Running Repair,Campaign,,,2,0,0,48.00,36.03,64.04,2,0,0,0
2025-01-01,SVC015,Running Repair,Diagnostics,,,3,3,0,48.00,36.04,64.06,0,0,0,0
2025-01-01,SVC015,Running Repair,Electrical,,,3,1,0,72.00,58.04,96.06,0,0,0,2
2025-01-01,SVC015,Running Repair,Mechanical,,,3,3,1,48.00,36.04,64.06,0,0,1,0
2025-01-01,SVC015,Warranty Repair,Body Repair,,,2,0,0,96.00,80.03,122.04,1,0,0,1
2025-01-01,SVC015,Warranty Repair,Campaign,,,2,2,0,48.00,36.03,64.04,0,0,0,0
2025-01-01,SVC015,Warranty Repair,Maintenance,,,2,1,0,48.00,36.03,64.04,1,0,0,0
2025-01-01,SVC015,Warranty Repair,Mechanical,,,3,3,0,48.00,36.04,64.06,0,0,0,0
2025-01-01,SVC016,Accident Repair,Body Repair,,,38,27,4,96.00,80.31,122.46,8,2,2,3
2025-01-01,SVC016,Inspection,Body Repair,,,2,1,0,96.00,80.02,122.02,0,0,0,1
2025-01-01,SVC016,Inspection,Campaign,,,6,5,1,48.00,36.05,64.07,1,0,1,0
2025-01-01,SVC016,Inspection,Diagnostics,,,7,3,0,48.00,36.06,64.09,3,0,0,1
2025-01-01,SVC016,Inspection,Electrical,,,5,1,0,72.00,58.04,96.06,2,1,0,2
2025-01-01,SVC016,Inspection,Maintenance,,,9,8,0,48.00,36.07,64.11,1,1,0,0
2025-01-01,SVC016,Inspection,Mechanical,,,2,2,0,48.00,36.02,64.02,0,0,0,0
2025-01-01,SVC016,Periodic Service,Body Repair,,,4,3,1,96.00,80.03,122.05,0,0,1,1
2025-01-01,SVC016,Periodic Service,Campaign,,,7,2,0,48.00,36.06,64.09,4,0,0,1
2025-01-01,SVC016,Periodic Service,Diagnostics,,,3,2,0,48.00,36.02,64.04,1,0,0,0
2025-01-01,SVC016,Periodic Service,Electrical,,,3,1,0,72.00,58.02,96.04,0,0,0,2
2025-01-01,SVC016,Periodic Service,Maintenance,,,5,3,0,48.00,36.04,64.06,0,0,0,2
