service_order_id,order_date,month,service_center_id,model_id,variant_id,service_type,job_category,service_channel,status,warranty_flag,repeat_repair_flag,campaign_flag,appointment_flag,promised_delivery_date,completed_date,labor_hours,bay_hours
SO0029160,2026-01-10,2026-01-01,SVC033,MDL012,VAR069,Accident Repair,Body Repair,Walk-in,Cancelled,false,false,false,true,2026-01-15,,9.1,7.5
SO0029161,2026-01-28,2026-01-01,SVC033,MDL012,VAR070,Warranty Repair,Body Repair,Fleet,Cancelled,true,false,false,false,2026-01-29,,6.0,5.1
SO0029162,2026-01-03,2026-01-01,SVC033,MDL012,VAR071,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,false,2026-01-04,2026-01-03,7.8,7.0
SO0029163,2026-01-14,2026-01-01,SVC033,MDL012,VAR072,Warranty Repair,Electrical,Pickup-Drop,Completed,true,false,false,true,2026-01-15,2026-01-15,3.8,3.3
SO0029164,2026-01-23,2026-01-01,SVC033,MDL001,VAR001,Running Repair,Maintenance,Pickup-Drop,Completed,false,false,false,false,2026-01-24,2026-01-25,6.2,4.4
SO0029165,2026-01-19,2026-01-01,SVC033,MDL001,VAR002,Running Repair,Diagnostics,Fleet,Completed,true,false,false,true,2026-01-20,2026-01-20,5.2,4.6
SO0029166,2026-01-18,2026-01-01,SVC033,MDL001,VAR003,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-01-19,2026-01-18,3.9,3.0
SO0029167,2026-01-15,2026-01-01,SVC033,MDL001,VAR004,Periodic Service,Electrical,Walk-in,Completed,false,true,false,true,2026-01-16,2026-01-16,2.7,2.1
SO0029168,2026-01-20,2026-01-01,SVC033,MDL001,VAR005,Periodic Service,Body Repair,Walk-in,Completed,false,false,false,false,2026-01-21,2026-01-21,1.2,0.8
SO0029169,2026-01-05,2026-01-01,SVC033,MDL001,VAR006,Warranty Repair,Electrical,Appointment,Completed,true,false,false,true,2026-01-06,2026-01-07,5.8,4.5
SO0029170,2026-01-21,2026-01-01,SVC033,MDL002,VAR007,Accident Repair,Body Repair,Appointment,Cancelled,false,false,false,true,2026-01-26,,8.7,6.0
SO0029171,2026-01-23,2026-01-01,SVC033,MDL002,VAR008,Inspection,Electrical,Appointment,Cancelled,false,false,false,true,2026-01-24,,5.0,3.6
SO0029172,2026-01-19,2026-01-01,SVC033,MDL002,VAR009,Warranty Repair,Maintenance,Fleet,Cancelled,true,false,false,true,2026-01-20,,5.4,4.8
SO0029173,2026-01-13,2026-01-01,SVC033,MDL002,VAR010,Warranty Repair,Campaign,Fleet,Completed,true,false,false,false,2026-01-14,2026-01-15,2.9,2.0
SO0029174,2026-02-20,2026-02-01,SVC033,MDL002,VAR009,Accident Repair,Body Repair,Fleet,Completed,false,false,false,true,2026-02-25,2026-02-27,9.5,6.7
SO0029175,2026-02-10,2026-02-01,SVC033,MDL002,VAR010,Warranty Repair,Mechanical,Fleet,Completed,true,false,false,true,2026-02-11,2026-02-11,3.4,2.9
SO0029176,2026-02-19,2026-02-01,SVC033,MDL002,VAR011,Periodic Service,Diagnostics,Appointment,Completed,false,false,false,true,2026-02-20,2026-02-19,1.8,1.5
SO0029177,2026-02-20,2026-02-01,SVC033,MDL002,VAR012,Inspection,Maintenance,Pickup-Drop,Completed,false,true,false,false,2026-02-21,2026-02-22,2.4,2.1
SO0029178,2026-02-10,2026-02-01,SVC033,MDL003,VAR013,Periodic Service,Campaign,Appointment,Completed,false,false,false,true,2026-02-11,2026-02-12,1.9,1.4
SO0029179,2026-02-27,2026-02-01,SVC033,MDL003,VAR014,Accident Repair,Body Repair,Walk-in,Open,false,false,false,false,2026-03-04,,7.0,5.1
SO0029180,2026-02-04,2026-02-01,SVC033,MDL003,VAR015,Inspection,Maintenance,Fleet,Open,false,false,false,true,2026-02-05,,2.3,2.0
SO0029181,2026-02-19,2026-02-01,SVC033,MDL003,VAR016,Warranty Repair,Body Repair,Fleet,Completed,true,false,false,true,2026-02-20,2026-02-21,4.4,3.0
SO0029182,2026-02-21,2026-02-01,SVC033,MDL003,VAR017,Recall Campaign,Campaign,Appointment,Cancelled,false,true,true,true,2026-02-22,,6.3,4.4
SO0029183,2026-02-27,2026-02-01,SVC033,MDL003,VAR018,Periodic Service,Diagnostics,Appointment,Open,false,false,false,true,2026-02-28,,1.6,1.1
SO0029184,2026-02-25,2026-02-01,SVC033,MDL004,VAR019,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2026-03-02,2026-03-06,22.3,16.4
SO0029185,2026-02-09,2026-02-01,SVC033,MDL004,VAR020,Inspection,Maintenance,Fleet,Completed,false,false,false,false,2026-02-10,2026-02-11,4.5,3.1
SO0029186,2026-02-06,2026-02-01,SVC033,MDL004,VAR021,Inspection,Electrical,Appointment,Completed,false,false,false,false,2026-02-07,2026-02-07,6.5,4.3
SO0029187,2026-02-04,2026-02-01,SVC033,MDL004,VAR022,Warranty Repair,Campaign,Appointment,Completed,true,false,false,true,2026-02-05,2026-02-05,4.3,3.5
SO0029188,2026-02-11,2026-02-01,SVC033,MDL004,VAR023,Recall Campaign,Campaign,Fleet,Completed,true,false,true,true,2026-02-12,2026-02-11,4.5,3.9
SO0029189,2026-02-20,2026-02-01,SVC033,MDL004,VAR024,Inspection,Body Repair,Fleet,Open,false,false,false,true,2026-02-21,,7.1,6.2
SO0029190,2026-02-26,2026-02-01,SVC033,MDL005,VAR025,Warranty Repair,Diagnostics,Walk-in,Completed,true,false,false,true,2026-02-27,2026-02-28,5.3,3.8
SO0029191,2026-02-08,2026-02-01,SVC033,MDL005,VAR026,Periodic Service,Body Repair,Walk-in,Open,false,false,false,false,2026-02-09,,2.3,1.9
SO0029192,2026-02-01,2026-02-01,SVC033,MDL005,VAR027,Accident Repair,Body Repair,Walk-in,Completed,true,false,false,true,2026-02-06,2026-02-06,15.6,10.7
SO0029193,2026-02-24,2026-02-01,SVC033,MDL005,VAR028,Inspection,Mechanical,Fleet,Completed,false,false,false,true,2026-02-25,2026-02-24,6.0,4.8
SO0029194,2026-02-05,2026-02-01,SVC033,MDL005,VAR029,Periodic Service,Body Repair,Appointment,Completed,false,false,false,false,2026-02-06,2026-02-05,2.0,1.6
SO0029195,2026-02-16,2026-02-01,SVC033,MDL005,VAR030,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-02-17,2026-02-18,3.9,2.7
SO0029196,2026-02-13,2026-02-01,SVC033,MDL006,VAR031,Warranty Repair,Mechanical,Pickup-Drop,Completed,true,false,false,true,2026-02-14,2026-02-13,4.3,3.6
SO0029197,2026-02-06,2026-02-01,SVC033,MDL006,VAR032,Running Repair,Electrical,Fleet,Completed,false,false,false,false,2026-02-07,2026-02-06,6.7,4.9
SO0029198,2026-02-22,2026-02-01,SVC033,MDL006,VAR033,Inspection,Mechanical,Appointment,Completed,false,false,false,false,2026-02-23,2026-02-23,2.3,2.0
SO0029199,2026-02-06,2026-02-01,SVC033,MDL006,VAR034,Periodic Service,Maintenance,Walk-in,Completed,false,false,false,false,2026-02-07,2026-02-07,2.5,2.1
SO0029200,2026-02-23,2026-02-01,SVC033,MDL006,VAR035,Periodic Service,Electrical,Appointment,Completed,false,false,false,true,2026-02-24,2026-02-23,2.3,2.1
SO0029201,2026-02-16,2026-02-01,SVC033,MDL006,VAR036,Periodic Service,Body Repair,Walk-in,Completed,false,false,false,false,2026-02-17,2026-02-16,2.7,2.3
SO0029202,2026-02-26,2026-02-01,SVC033,MDL007,VAR037,Running Repair,Body Repair,Pickup-Drop,Cancelled,false,false,false,true,2026-02-27,,4.0,3.5
SO0029203,2026-02-16,2026-02-01,SVC033,MDL007,VAR038,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-02-17,2026-02-18,4.6,4.0
SO0029204,2026-02-21,2026-02-01,SVC033,MDL007,VAR039,Recall Campaign,Campaign,Appointment,Completed,true,false,true,true,2026-02-22,2026-02-23,2.9,2.4
SO0029205,2026-02-02,2026-02-01,SVC033,MDL007,VAR040,Recall Campaign,Campaign,Fleet,Cancelled,false,false,true,true,2026-02-03,,4.1,3.3
SO0029206,2026-02-16,2026-02-01,SVC033,MDL007,VAR041,Running Repair,Maintenance,Appointment,Completed,false,false,false,true,2026-02-17,2026-02-16,4.6,3.1
SO0029207,2026-02-08,2026-02-01,SVC033,MDL007,VAR042,Warranty Repair,Maintenance,Fleet,Completed,true,false,false,true,2026-02-09,2026-02-08,6.3,4.3
SO0029208,2026-02-02,2026-02-01,SVC033,MDL008,VAR043,Running Repair,Campaign,Pickup-Drop,Completed,false,false,false,false,2026-02-03,2026-02-02,4.8,3.1
SO0029209,2026-02-01,2026-02-01,SVC033,MDL008,VAR044,Periodic Service,Electrical,Appointment,Completed,false,false,false,true,2026-02-02,2026-02-01,1.8,1.5
SO0029210,2026-02-27,2026-02-01,SVC033,MDL008,VAR045,Accident Repair,Body Repair,Fleet,Completed,false,false,false,false,2026-03-04,2026-03-05,12.2,10.9
SO0029211,2026-02-10,2026-02-01,SVC033,MDL008,VAR046,Recall Campaign,Campaign,Appointment,Completed,false,false,true,false,2026-02-11,2026-02-12,4.2,3.5
SO0029212,2026-02-04,2026-02-01,SVC033,MDL008,VAR047,Recall Campaign,Campaign,Appointment,Completed,false,true,true,true,2026-02-05,2026-02-04,6.0,4.4
SO0029213,2026-02-06,2026-02-01,SVC033,MDL008,VAR048,Recall Campaign,Campaign,Appointment,Open,false,false,true,true,2026-02-07,,7.2,6.2
SO0029214,2026-02-19,2026-02-01,SVC033,MDL009,VAR049,Inspection,Electrical,Pickup-Drop,Completed,false,false,false,true,2026-02-20,2026-02-21,7.1,5.2
SO0029215,2026-02-13,2026-02-01,SVC033,MDL009,VAR050,Periodic Service,Maintenance,Fleet,Completed,false,false,false,false,2026-02-14,2026-02-15,3.0,2.3
SO0029216,2026-02-22,2026-02-01,SVC033,MDL009,VAR051,Periodic Service,Mechanical,Appointment,Completed,false,false,false,true,2026-02-23,2026-02-22,1.7,1.5
SO0029217,2026-02-26,2026-02-01,SVC033,MDL009,VAR052,Warranty Repair,Electrical,Appointment,Completed,true,false,false,true,2026-02-27,2026-02-26,4.2,2.8
SO0029218,2026-02-02,2026-02-01,SVC033,MDL009,VAR053,Inspection,Diagnostics,Fleet,Completed,false,false,false,true,2026-02-03,2026-02-02,2.9,2.4
SO0029219,2026-02-13,2026-02-01,SVC033,MDL009,VAR054,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-02-18,2026-02-17,21.3,16.7
SO0029220,2026-02-26,2026-02-01,SVC033,MDL010,VAR055,Accident Repair,Body Repair,Walk-in,Cancelled,false,false,false,true,2026-03-03,,15.0,13.1
SO0029221,2026-02-04,2026-02-01,SVC033,MDL010,VAR056,Running Repair,Mechanical,Appointment,Completed,false,false,false,false,2026-02-05,2026-02-04,2.6,2.1
SO0029222,2026-02-23,2026-02-01,SVC033,MDL010,VAR057,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-02-28,2026-03-01,8.5,6.2
SO0029223,2026-02-12,2026-02-01,SVC033,MDL010,VAR058,Accident Repair,Body Repair,Appointment,Open,false,false,false,true,2026-02-17,,9.5,6.4
SO0029224,2026-02-28,2026-02-01,SVC033,MDL010,VAR059,Accident Repair,Body Repair,Appointment,Completed,true,false,false,true,2026-03-05,2026-03-07,20.8,16.4
SO0029225,2026-02-22,2026-02-01,SVC033,MDL010,VAR060,Inspection,Campaign,Fleet,Completed,false,false,false,false,2026-02-23,2026-02-23,7.8,5.7
SO0029226,2026-02-09,2026-02-01,SVC033,MDL011,VAR061,Recall Campaign,Campaign,Walk-in,Open,false,false,true,false,2026-02-10,,7.0,5.6
SO0029227,2026-02-06,2026-02-01,SVC033,MDL011,VAR062,Warranty Repair,Maintenance,Walk-in,Completed,true,false,false,true,2026-02-07,2026-02-06,2.3,1.6
SO0029228,2026-02-13,2026-02-01,SVC033,MDL011,VAR063,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2026-02-14,2026-02-15,3.3,2.6
SO0029229,2026-02-22,2026-02-01,SVC033,MDL011,VAR064,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,false,2026-02-23,2026-02-23,5.8,4.5
SO0029230,2026-02-25,2026-02-01,SVC033,MDL011,VAR065,Inspection,Mechanical,Fleet,Open,false,false,false,false,2026-02-26,,5.2,4.6
SO0029231,2026-02-21,2026-02-01,SVC033,MDL011,VAR066,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2026-02-26,2026-02-26,10.7,8.4
SO0029232,2026-02-13,2026-02-01,SVC033,MDL012,VAR067,Inspection,Body Repair,Appointment,Completed,false,false,false,true,2026-02-14,2026-02-14,2.8,2.5
SO0029233,2026-02-09,2026-02-01,SVC033,MDL012,VAR068,Accident Repair,Body Repair,Fleet,Completed,false,false,false,true,2026-02-14,2026-02-18,19.1,16.0
SO0029234,2026-02-27,2026-02-01,SVC033,MDL012,VAR069,Inspection,Mechanical,Appointment,Completed,false,false,false,true,2026-02-28,2026-03-01,5.8,4.8
SO0029235,2026-02-07,2026-02-01,SVC033,MDL012,VAR070,Periodic Service,Electrical,Fleet,Completed,false,false,false,false,2026-02-08,2026-02-07,1.6,1.0
SO0029236,2026-02-10,2026-02-01,SVC033,MDL012,VAR071,Running Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-02-11,2026-02-10,7.0,5.6
SO0029237,2026-02-03,2026-02-01,SVC033,MDL012,VAR072,Inspection,Electrical,Appointment,Completed,true,false,false,true,2026-02-04,2026-02-03,4.5,3.8
SO0029238,2026-02-10,2026-02-01,SVC033,MDL001,VAR001,Accident Repair,Body Repair,Appointment,Completed,false,false,false,false,2026-02-15,2026-02-18,9.7,7.1
SO0029239,2026-02-03,2026-02-01,SVC033,MDL001,VAR002,Warranty Repair,Campaign,Pickup-Drop,Completed,true,true,false,false,2026-02-04,2026-02-05,3.2,2.6
SO0029240,2026-02-20,2026-02-01,SVC033,MDL001,VAR003,Running Repair,Diagnostics,Fleet,Open,false,false,false,true,2026-02-21,,5.5,4.1
SO0029241,2026-02-09,2026-02-01,SVC033,MDL001,VAR004,Accident Repair,Body Repair,Walk-in,Completed,true,false,false,true,2026-02-14,2026-02-13,8.3,6.6
SO0029242,2026-02-15,2026-02-01,SVC033,MDL001,VAR005,Inspection,Campaign,Pickup-Drop,Completed,false,false,false,true,2026-02-16,2026-02-16,3.3,2.2
SO0029243,2026-02-02,2026-02-01,SVC033,MDL001,VAR006,Warranty Repair,Diagnostics,Pickup-Drop,Completed,true,false,false,true,2026-02-03,2026-02-02,6.0,5.1
SO0029244,2026-02-18,2026-02-01,SVC033,MDL002,VAR007,Accident Repair,Body Repair,Appointment,Completed,false,false,false,true,2026-02-23,2026-02-23,17.4,13.5
SO0029245,2026-02-19,2026-02-01,SVC033,MDL002,VAR008,Periodic Service,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-02-20,2026-02-21,2.5,2.2
SO0029246,2026-02-06,2026-02-01,SVC033,MDL002,VAR009,Inspection,Body Repair,Walk-in,Completed,false,false,false,true,2026-02-07,2026-02-06,2.8,2.4
SO0029247,2026-02-22,2026-02-01,SVC033,MDL002,VAR010,Accident Repair,Body Repair,Appointment,Completed,false,false,false,false,2026-02-27,2026-02-27,10.0,7.7
SO0029248,2026-02-11,2026-02-01,SVC033,MDL002,VAR011,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2026-02-12,2026-02-13,2.0,1.5
SO0029249,2026-02-11,2026-02-01,SVC033,MDL002,VAR012,Running Repair,Body Repair,Appointment,Cancelled,false,false,false,false,2026-02-12,,6.9,5.9
SO0029250,2026-02-20,2026-02-01,SVC033,MDL003,VAR013,Periodic Service,Diagnostics,Appointment,Completed,false,false,false,true,2026-02-21,2026-02-20,2.9,2.1
SO0029251,2026-02-25,2026-02-01,SVC033,MDL003,VAR014,Accident Repair,Body Repair,Appointment,Completed,true,false,false,true,2026-03-02,2026-03-06,15.1,11.7
SO0029252,2026-02-21,2026-02-01,SVC033,MDL003,VAR015,Accident Repair,Body Repair,Pickup-Drop,Completed,true,false,false,false,2026-02-26,2026-03-01,6.2,4.5
SO0029253,2026-02-03,2026-02-01,SVC033,MDL003,VAR016,Periodic Service,Body Repair,Walk-in,Completed,true,false,false,false,2026-02-04,2026-02-05,1.6,1.3
SO0029254,2026-02-26,2026-02-01,SVC033,MDL003,VAR017,Inspection,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-02-27,2026-02-28,2.1,1.9
SO0029255,2026-02-26,2026-02-01,SVC033,MDL003,VAR018,Recall Campaign,Campaign,Walk-in,Completed,true,false,true,false,2026-02-27,2026-02-27,3.8,3.3
SO0029256,2026-02-10,2026-02-01,SVC033,MDL004,VAR019,Inspection,Mechanical,Appointment,Completed,false,false,false,true,2026-02-11,2026-02-10,6.7,5.6
SO0029257,2026-02-10,2026-02-01,SVC033,MDL004,VAR020,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-02-15,2026-02-19,9.5,7.2
SO0029258,2026-02-02,2026-02-01,SVC033,MDL004,VAR021,Warranty Repair,Campaign,Fleet,Completed,true,false,false,true,2026-02-03,2026-02-03,5.1,4.0
SO0029259,2026-02-21,2026-02-01,SVC033,MDL004,VAR022,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2026-02-22,2026-02-22,3.2,2.8
SO0029260,2026-02-16,2026-02-01,SVC033,MDL004,VAR023,Accident Repair,Body Repair,Walk-in,Completed,true,false,false,false,2026-02-21,2026-02-23,9.6,7.2
SO0029261,2026-02-07,2026-02-01,SVC033,MDL004,VAR024,Periodic Service,Diagnostics,Appointment,Cancelled,false,false,false,false,2026-02-08,,2.4,1.7
SO0029262,2026-02-21,2026-02-01,SVC033,MDL005,VAR025,Accident Repair,Body Repair,Fleet,Completed,false,false,false,true,2026-02-26,2026-03-02,20.6,16.2
SO0029263,2026-02-07,2026-02-01,SVC033,MDL005,VAR026,Periodic Service,Body Repair,Appointment,Cancelled,false,false,false,true,2026-02-08,,1.5,1.3
SO0029264,2026-02-16,2026-02-01,SVC033,MDL005,VAR027,Inspection,Mechanical,Walk-in,Completed,false,false,false,true,2026-02-17,2026-02-18,4.2,3.1
SO0029265,2026-02-11,2026-02-01,SVC033,MDL005,VAR028,Warranty Repair,Diagnostics,Fleet,Completed,true,true,false,false,2026-02-12,2026-02-11,7.0,5.5
SO0029266,2026-02-25,2026-02-01,SVC033,MDL005,VAR029,Periodic Service,Campaign,Appointment,Completed,true,false,false,false,2026-02-26,2026-02-27,2.9,2.6
SO0029267,2026-02-08,2026-02-01,SVC033,MDL005,VAR030,Warranty Repair,Mechanical,Walk-in,Completed,true,false,false,true,2026-02-09,2026-02-10,3.5,2.4
SO0029268,2026-02-04,2026-02-01,SVC033,MDL006,VAR031,Running Repair,Maintenance,Pickup-Drop,Completed,false,false,false,true,2026-02-05,2026-02-04,3.7,2.4
SO0029269,2026-02-13,2026-02-01,SVC033,MDL006,VAR032,Periodic Service,Diagnostics,Appointment,Cancelled,false,false,false,true,2026-02-14,,1.2,0.9
SO0029270,2026-02-08,2026-02-01,SVC033,MDL006,VAR033,Warranty Repair,Maintenance,Walk-in,Cancelled,true,false,false,true,2026-02-09,,6.9,5.0
SO0029271,2026-02-03,2026-02-01,SVC033,MDL006,VAR034,Inspection,Maintenance,Fleet,Open,false,false,false,false,2026-02-04,,7.4,6.2
SO0029272,2026-02-12,2026-02-01,SVC033,MDL006,VAR035,Running Repair,Electrical,Appointment,Open,false,false,false,false,2026-02-13,,4.8,3.7
SO0029273,2026-02-16,2026-02-01,SVC033,MDL006,VAR036,Accident Repair,Body Repair,Walk-in,Cancelled,false,false,false,true,2026-02-21,,10.0,7.5
SO0029274,2026-02-21,2026-02-01,SVC033,MDL007,VAR037,Periodic Service,Diagnostics,Fleet,Completed,false,false,false,false,2026-02-22,2026-02-22,2.0,1.6
SO0029275,2026-02-13,2026-02-01,SVC033,MDL007,VAR038,Recall Campaign,Campaign,Fleet,Cancelled,false,false,true,true,2026-02-14,,4.6,3.3
SO0029276,2026-02-19,2026-02-01,SVC033,MDL007,VAR039,Warranty Repair,Body Repair,Appointment,Completed,true,false,false,false,2026-02-20,2026-02-19,4.7,3.9
SO0029277,2026-02-11,2026-02-01,SVC033,MDL007,VAR040,Recall Campaign,Campaign,Pickup-Drop,Cancelled,true,false,true,true,2026-02-12,,4.1,2.9
SO0029278,2026-02-17,2026-02-01,SVC033,MDL007,VAR041,Accident Repair,Body Repair,Appointment,Completed,false,false,false,true,2026-02-22,2026-02-26,23.9,17.5
SO0029279,2026-02-11,2026-02-01,SVC033,MDL007,VAR042,Running Repair,Campaign,Walk-in,Completed,false,false,false,true,2026-02-12,2026-02-12,2.3,1.8
SO0029280,2026-02-22,2026-02-01,SVC033,MDL008,VAR043,Running Repair,Diagnostics,Walk-in,Completed,false,false,false,false,2026-02-23,2026-02-24,5.2,3.6
SO0029281,2026-02-24,2026-02-01,SVC033,MDL008,VAR044,Periodic Service,Mechanical,Fleet,Completed,false,true,false,true,2026-02-25,2026-02-26,2.1,1.6
SO0029282,2026-02-23,2026-02-01,SVC033,MDL008,VAR045,Running Repair,Campaign,Fleet,Completed,false,false,false,false,2026-02-24,2026-02-24,2.8,1.9
SO0029283,2026-02-17,2026-02-01,SVC033,MDL008,VAR046,Inspection,Electrical,Fleet,Cancelled,false,false,false,false,2026-02-18,,6.2,5.3
SO0029284,2026-02-11,2026-02-01,SVC033,MDL008,VAR047,Inspection,Mechanical,Appointment,Completed,false,false,false,true,2026-02-12,2026-02-11,3.2,2.8
SO0029285,2026-02-28,2026-02-01,SVC033,MDL008,VAR048,Warranty Repair,Campaign,Appointment,Open,true,false,false,true,2026-03-01,,7.5,6.1
SO0029286,2026-02-06,2026-02-01,SVC033,MDL009,VAR049,Running Repair,Maintenance,Fleet,Completed,false,false,false,false,2026-02-07,2026-02-07,2.3,1.5
SO0029287,2026-02-07,2026-02-01,SVC033,MDL009,VAR050,Accident Repair,Body Repair,Pickup-Drop,Cancelled,false,false,false,true,2026-02-12,,15.8,13.4
SO0029288,2026-02-21,2026-02-01,SVC033,MDL009,VAR051,Recall Campaign,Campaign,Pickup-Drop,Open,false,false,true,false,2026-02-22,,3.7,2.8
SO0029289,2026-02-09,2026-02-01,SVC033,MDL009,VAR052,Inspection,Body Repair,Appointment,Open,false,false,false,true,2026-02-10,,2.8,2.4
SO0029290,2026-02-21,2026-02-01,SVC033,MDL009,VAR053,Periodic Service,Campaign,Fleet,Completed,false,false,false,true,2026-02-22,2026-02-21,1.4,1.1
SO0029291,2026-02-08,2026-02-01,SVC033,MDL009,VAR054,Recall Campaign,Campaign,Fleet,Completed,false,true,true,false,2026-02-09,2026-02-08,2.4,2.1
SO0029292,2026-02-17,2026-02-01,SVC033,MDL010,VAR055,Running Repair,Electrical,Pickup-Drop,Completed,false,false,false,true,2026-02-18,2026-02-18,4.1,2.8
SO0029293,2026-02-14,2026-02-01,SVC033,MDL010,VAR056,Recall Campaign,Campaign,Walk-in,Open,false,false,true,true,2026-02-15,,3.6,2.4
SO0029294,2026-02-27,2026-02-01,SVC033,MDL010,VAR057,Inspection,Campaign,Fleet,Completed,false,false,false,true,2026-02-28,2026-02-27,6.3,4.9
SO0029295,2026-02-20,2026-02-01,SVC033,MDL010,VAR058,Recall Campaign,Campaign,Walk-in,Open,false,false,true,false,2026-02-21,,2.5,1.9
SO0029296,2026-02-22,2026-02-01,SVC033,MDL010,VAR059,Warranty Repair,Diagnostics,Walk-in,Open,true,false,false,true,2026-02-23,,7.8,6.6
SO0029297,2026-02-24,2026-02-01,SVC033,MDL010,VAR060,Running Repair,Campaign,Pickup-Drop,Completed,false,false,false,true,2026-02-25,2026-02-26,2.7,1.8
SO0029298,2026-02-03,2026-02-01,SVC033,MDL011,VAR061,Accident Repair,Body Repair,Walk-in,Completed,true,false,false,false,2026-02-08,2026-02-09,23.9,18.3
SO0029299,2026-02-03,2026-02-01,SVC033,MDL011,VAR062,Accident Repair,Body Repair,Pickup-Drop,Cancelled,false,false,false,true,2026-02-08,,20.6,13.6
SO0029300,2026-02-23,2026-02-01,SVC033,MDL011,VAR063,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-02-24,2026-02-25,2.6,2.2
SO0029301,2026-02-26,2026-02-01,SVC033,MDL011,VAR064,Running Repair,Maintenance,Fleet,Open,false,false,false,true,2026-02-27,,5.9,5.2
SO0029302,2026-02-11,2026-02-01,SVC033,MDL011,VAR065,Accident Repair,Body Repair,Fleet,Cancelled,false,false,false,true,2026-02-16,,18.9,15.2
SO0029303,2026-02-15,2026-02-01,SVC033,MDL011,VAR066,Recall Campaign,Campaign,Fleet,Open,true,false,true,true,2026-02-16,,5.0,4.3
SO0029304,2026-02-27,2026-02-01,SVC033,MDL012,VAR067,Periodic Service,Maintenance,Appointment,Completed,true,false,false,false,2026-02-28,2026-02-27,2.2,1.4
SO0029305,2026-02-24,2026-02-01,SVC033,MDL012,VAR068,Running Repair,Campaign,Appointment,Open,false,false,false,true,2026-02-25,,2.2,1.4
SO0029306,2026-02-19,2026-02-01,SVC033,MDL012,VAR069,Accident Repair,Body Repair,Fleet,Open,false,false,false,true,2026-02-24,,8.2,6.6
SO0029307,2026-02-08,2026-02-01,SVC033,MDL012,VAR070,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2026-02-09,2026-02-08,2.4,1.7
SO0029308,2026-02-15,2026-02-01,SVC033,MDL012,VAR071,Periodic Service,Campaign,Fleet,Open,false,false,false,true,2026-02-16,,2.4,1.8
SO0029309,2026-02-22,2026-02-01,SVC033,MDL012,VAR072,Running Repair,Diagnostics,Pickup-Drop,Open,false,false,false,false,2026-02-23,,5.9,4.4
SO0029310,2026-02-27,2026-02-01,SVC033,MDL001,VAR001,Running Repair,Body Repair,Fleet,Completed,false,false,false,false,2026-02-28,2026-02-28,7.0,5.6
SO0029311,2026-02-18,2026-02-01,SVC033,MDL001,VAR002,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-02-19,2026-02-19,3.2,2.2
SO0029312,2026-02-23,2026-02-01,SVC033,MDL001,VAR003,Periodic Service,Diagnostics,Walk-in,Completed,false,true,false,true,2026-02-24,2026-02-25,2.2,2.0
SO0029313,2026-02-07,2026-02-01,SVC033,MDL001,VAR004,Running Repair,Body Repair,Fleet,Completed,true,false,false,false,2026-02-08,2026-02-08,7.2,4.9
SO0029314,2026-02-04,2026-02-01,SVC033,MDL001,VAR005,Warranty Repair,Mechanical,Pickup-Drop,Open,true,false,false,true,2026-02-05,,4.8,3.5
SO0029315,2026-02-08,2026-02-01,SVC033,MDL001,VAR006,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2026-02-09,2026-02-10,3.8,3.2
SO0029316,2026-02-15,2026-02-01,SVC033,MDL002,VAR007,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2026-02-20,2026-02-21,8.6,7.6
SO0029317,2026-02-06,2026-02-01,SVC033,MDL002,VAR008,Inspection,Campaign,Pickup-Drop,Completed,false,false,false,true,2026-02-07,2026-02-07,7.6,5.1
SO0029318,2026-02-16,2026-02-01,SVC033,MDL002,VAR009,Warranty Repair,Body Repair,Pickup-Drop,Cancelled,true,false,false,false,2026-02-17,,7.2,5.7
SO0029319,2026-02-15,2026-02-01,SVC033,MDL002,VAR010,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,false,2026-02-20,2026-02-20,9.7,6.9
SO0029320,2026-02-28,2026-02-01,SVC033,MDL002,VAR011,Inspection,Diagnostics,Walk-in,Cancelled,false,false,false,true,2026-03-01,,6.8,4.5
