month,service_center_id,part_id,model_id,variant_id,quantity_demanded,quantity_fulfilled,quantity_backordered,lost_sales_quantity,opening_stock,stock_received,closing_stock,stockout_days,average_lead_time_days,warranty_quantity,paid_quantity
2026-03-01,SVC024,PRT0086,MDL007,VAR037,7,7,0,0,11,0,4,0,2.5,2,5
2026-04-01,SVC024,PRT0086,MDL007,VAR037,4,4,0,0,5,1,2,0,6.7,1,3
2026-05-01,SVC024,PRT0086,MDL007,VAR037,0,0,0,0,8,0,8,0,7.2,0,0
2025-12-01,SVC024,PRT0087,MDL007,VAR038,0,0,0,0,8,0,8,0,4.0,0,0
2026-01-01,SVC024,PRT0087,MDL007,VAR038,4,4,0,0,7,0,3,0,6.6,1,3
2026-02-01,SVC024,PRT0087,MDL007,VAR038,0,0,0,0,6,0,6,0,9.7,0,0
2026-03-01,SVC024,PRT0087,MDL007,VAR038,2,2,0,0,11,0,9,0,7.2,0,2
2026-04-01,SVC024,PRT0087,MDL007,VAR038,3,3,0,0,13,0,10,0,4.6,1,3
2026-05-01,SVC024,PRT0087,MDL007,VAR038,4,3,0,1,11,0,8,4,5.1,1,2
2025-12-01,SVC024,PRT0088,MDL007,VAR039,13,13,0,0,21,0,8,0,6.8,3,10
2026-01-01,SVC024,PRT0088,MDL007,VAR039,18,18,0,0,29,0,11,0,8.7,5,14
2026-02-01,SVC024,PRT0088,MDL007,VAR039,8,3,2,3,7,6,10,2,7.2,1,2
2026-03-01,SVC024,PRT0088,MDL007,VAR039,8,5,1,2,11,1,7,5,4.8,1,4
2026-04-01,SVC024,PRT0088,MDL007,VAR039,0,0,0,0,10,0,10,0,4.7,0,0
2026-05-01,SVC024,PRT0088,MDL007,VAR039,14,14,0,0,22,0,8,0,8.9,4,10
2025-12-01,SVC024,PRT0089,MDL007,VAR040,7,7,0,0,7,4,4,0,3.0,1,5
2026-01-01,SVC024,PRT0089,MDL007,VAR040,4,4,0,0,13,0,9,0,8.4,1,3
2026-02-01,SVC024,PRT0089,MDL007,VAR040,5,5,0,0,11,0,6,0,9.9,1,4
2026-03-01,SVC024,PRT0089,MDL007,VAR040,8,8,0,0,14,0,6,0,2.8,2,6
2026-04-01,SVC024,PRT0089,MDL007,VAR040,9,9,0,0,13,0,4,0,8.2,2,7
2026-05-01,SVC024,PRT0089,MDL007,VAR040,6,6,0,0,9,0,3,0,4.4,1,5
2025-12-01,SVC024,PRT0090,MDL007,VAR041,2,2,0,0,12,0,10,0,7.8,0,2
2026-01-01,SVC024,PRT0090,MDL007,VAR041,0,0,0,0,2,0,2,0,6.7,0,0
2026-02-01,SVC024,PRT0090,MDL007,VAR041,0,0,0,0,9,0,9,0,9.2,0,0
2026-03-01,SVC024,PRT0090,MDL007,VAR041,5,1,1,3,12,0,11,1,6.3,0,1
2026-04-01,SVC024,PRT0090,MDL007,VAR041,2,2,0,0,13,0,11,0,4.2,1,1
2026-05-01,SVC024,PRT0090,MDL007,VAR041,0,0,0,0,5,0,5,0,8.9,0,0
2025-12-01,SVC024,PRT0091,MDL007,VAR042,8,8,0,0,12,0,4,0,9.1,1,7
2026-01-01,SVC024,PRT0091,MDL007,VAR042,11,11,0,0,14,0,3,0,8.0,2,8
2026-02-01,SVC024,PRT0091,MDL007,VAR042,15,15,0,0,24,0,9,0,8.9,3,12
2026-03-01,SVC024,PRT0091,MDL007,VAR042,11,11,0,0,15,0,4,0,5.6,3,8
2026-04-01,SVC024,PRT0091,MDL007,VAR042,10,10,0,0,12,0,2,0,6.1,2,8
2026-05-01,SVC024,PRT0091,MDL007,VAR042,0,0,0,0,6,0,6,0,8.7,0,0
2025-12-01,SVC024,PRT0092,MDL008,VAR043,7,7,0,0,7,1,1,0,7.4,2,5
2026-01-01,SVC024,PRT0092,MDL008,VAR043,0,0,0,0,2,4,6,0,5.9,0,0
2026-02-01,SVC024,PRT0092,MDL008,VAR043,4,4,0,0,6,2,4,0,2.6,1,3
2026-03-01,SVC024,PRT0092,MDL008,VAR043,7,7,0,0,16,0,9,0,6.0,2,5
2026-04-01,SVC024,PRT0092,MDL008,VAR043,8,7,0,1,12,0,5,4,2.2,1,6
2026-05-01,SVC024,PRT0092,MDL008,VAR043,7,7,0,0,13,0,6,0,4.2,2,6
2025-12-01,SVC024,PRT0093,MDL008,VAR044,0,0,0,0,10,0,10,0,7.0,0,0
2026-01-01,SVC024,PRT0093,MDL008,VAR044,0,0,0,0,10,0,10,0,4.3,0,0
2026-02-01,SVC024,PRT0093,MDL008,VAR044,0,0,0,0,9,0,9,0,3.2,0,0
2026-03-01,SVC024,PRT0093,MDL008,VAR044,0,0,0,0,5,2,7,0,9.8,0,0
2026-04-01,SVC024,PRT0093,MDL008,VAR044,0,0,0,0,11,0,11,0,7.7,0,0
2026-05-01,SVC024,PRT0093,MDL008,VAR044,2,2,0,0,3,4,5,0,7.0,1,2
2025-12-01,SVC024,PRT0094,MDL008,VAR045,12,12,0,0,20,0,8,0,9.2,3,10
2026-01-01,SVC024,PRT0094,MDL008,VAR045,12,12,0,0,12,0,0,0,6.3,3,10
2026-02-01,SVC024,PRT0094,MDL008,VAR045,10,6,2,2,8,7,9,4,2.3,1,5
2026-03-01,SVC024,PRT0094,MDL008,VAR045,11,11,0,0,22,0,11,0,3.0,2,9
2026-04-01,SVC024,PRT0094,MDL008,VAR045,13,13,0,0,14,2,3,0,2.9,2,10
2026-05-01,SVC024,PRT0094,MDL008,VAR045,15,15,0,0,18,0,3,0,2.7,4,12
2025-12-01,SVC024,PRT0095,MDL008,VAR046,5,5,0,0,5,1,1,0,8.2,1,4
2026-01-01,SVC024,PRT0095,MDL008,VAR046,0,0,0,0,6,0,6,0,4.1,0,0
2026-02-01,SVC024,PRT0095,MDL008,VAR046,6,6,0,0,11,0,5,0,9.2,1,5
2026-03-01,SVC024,PRT0095,MDL008,VAR046,0,0,0,0,1,2,3,0,7.1,0,0
2026-04-01,SVC024,PRT0095,MDL008,VAR046,6,4,1,1,11,0,7,5,3.8,1,3
2026-05-01,SVC024,PRT0095,MDL008,VAR046,0,0,0,0,2,5,7,0,2.1,0,0
2025-12-01,SVC024,PRT0096,MDL008,VAR047,0,0,0,0,1,5,6,0,4.1,0,0
2026-01-01,SVC024,PRT0096,MDL008,VAR047,0,0,0,0,0,2,2,0,8.1,0,0
2026-02-01,SVC024,PRT0096,MDL008,VAR047,0,0,0,0,11,0,11,0,9.9,0,0
2026-03-01,SVC024,PRT0096,MDL008,VAR047,3,3,0,0,5,0,2,0,3.2,1,2
2026-04-01,SVC024,PRT0096,MDL008,VAR047,3,3,0,0,4,2,3,0,2.2,1,2
2026-05-01,SVC024,PRT0096,MDL008,VAR047,0,0,0,0,11,0,11,0,10.0,0,0
2025-12-01,SVC024,PRT0097,MDL008,VAR048,0,0,0,0,7,0,7,0,2.5,0,0
2026-01-01,SVC024,PRT0097,MDL008,VAR048,12,12,0,0,18,0,6,0,4.6,3,9
2026-02-01,SVC024,PRT0097,MDL008,VAR048,13,13,0,0,22,0,9,0,3.4,4,10
2026-03-01,SVC024,PRT0097,MDL008,VAR048,13,13,0,0,13,5,5,0,5.8,3,10
2026-04-01,SVC024,PRT0097,MDL008,VAR048,12,12,0,0,18,0,6,0,8.6,2,9
2026-05-01,SVC024,PRT0097,MDL008,VAR048,11,11,0,0,16,0,5,0,7.0,2,8
2025-12-01,SVC024,PRT0098,MDL009,VAR049,3,3,0,0,7,3,7,0,5.1,1,2
2026-01-01,SVC024,PRT0098,MDL009,VAR049,0,0,0,0,11,0,11,0,9.5,0,0
2026-02-01,SVC024,PRT0098,MDL009,VAR049,7,7,0,0,8,2,3,0,8.3,1,6
2026-03-01,SVC024,PRT0098,MDL009,VAR049,0,0,0,0,9,0,9,0,6.4,0,0
2026-04-01,SVC024,PRT0098,MDL009,VAR049,0,0,0,0,7,0,7,0,3.3,0,0
2026-05-01,SVC024,PRT0098,MDL009,VAR049,6,6,0,0,7,0,1,0,6.3,1,5
2025-12-01,SVC024,PRT0099,MDL009,VAR050,2,2,0,0,10,0,8,0,4.6,0,2
2026-01-01,SVC024,PRT0099,MDL009,VAR050,4,4,0,0,8,3,7,0,9.1,1,3
2026-02-01,SVC024,PRT0099,MDL009,VAR050,0,0,0,0,6,0,6,0,4.3,0,0
2026-03-01,SVC024,PRT0099,MDL009,VAR050,0,0,0,0,8,0,8,0,4.2,0,0
2026-04-01,SVC024,PRT0099,MDL009,VAR050,3,3,0,0,5,1,3,0,5.1,1,2
2026-05-01,SVC024,PRT0099,MDL009,VAR050,4,4,0,0,7,4,7,0,3.4,1,3
2025-12-01,SVC024,PRT0100,MDL009,VAR051,11,11,0,0,18,0,7,0,7.8,2,8
2026-01-01,SVC024,PRT0100,MDL009,VAR051,12,12,0,0,14,0,2,0,2.9,1,10
2026-02-01,SVC024,PRT0100,MDL009,VAR051,12,12,0,0,12,3,3,0,6.2,3,9
2026-03-01,SVC024,PRT0100,MDL009,VAR051,0,0,0,0,10,0,10,0,5.2,0,0
2026-04-01,SVC024,PRT0100,MDL009,VAR051,12,12,0,0,17,0,5,0,2.2,3,9
2026-05-01,SVC024,PRT0100,MDL009,VAR051,13,13,0,0,16,4,7,0,9.3,3,9
2025-12-01,SVC024,PRT0101,MDL009,VAR052,0,0,0,0,11,0,11,0,2.7,0,0
2026-01-01,SVC024,PRT0101,MDL009,VAR052,4,4,0,0,7,0,3,0,9.8,1,3
2026-02-01,SVC024,PRT0101,MDL009,VAR052,0,0,0,0,11,0,11,0,3.5,0,0
2026-03-01,SVC024,PRT0101,MDL009,VAR052,8,8,0,0,19,0,11,0,4.1,2,6
2026-04-01,SVC024,PRT0101,MDL009,VAR052,9,9,0,0,14,1,6,0,9.0,2,8
2026-05-01,SVC024,PRT0101,MDL009,VAR052,5,5,0,0,12,0,7,0,6.6,1,4
2025-12-01,SVC024,PRT0102,MDL009,VAR053,0,0,0,0,4,1,5,0,3.8,0,0
2026-01-01,SVC024,PRT0102,MDL009,VAR053,3,3,0,0,14,0,11,0,5.1,1,2
2026-02-01,SVC024,PRT0102,MDL009,VAR053,0,0,0,0,6,0,6,0,9.2,0,0
2026-03-01,SVC024,PRT0102,MDL009,VAR053,0,0,0,0,10,0,10,0,5.2,0,0
2026-04-01,SVC024,PRT0102,MDL009,VAR053,2,2,0,0,7,2,7,0,6.6,1,2
2026-05-01,SVC024,PRT0102,MDL009,VAR053,3,3,0,0,11,0,8,0,3.2,1,3
2025-12-01,SVC024,PRT0103,MDL009,VAR054,15,15,0,0,16,6,7,0,7.2,2,11
2026-01-01,SVC024,PRT0103,MDL009,VAR054,16,12,2,2,19,0,7,5,2.5,3,10
2026-02-01,SVC024,PRT0103,MDL009,VAR054,13,13,0,0,16,0,3,0,4.6,3,11
2026-03-01,SVC024,PRT0103,MDL009,VAR054,0,0,0,0,6,0,6,0,9.8,0,0
2026-04-01,SVC024,PRT0103,MDL009,VAR054,12,12,0,0,22,0,10,0,9.2,4,9
2026-05-01,SVC024,PRT0103,MDL009,VAR054,11,11,0,0,16,0,5,0,9.3,2,8
2025-12-01,SVC024,PRT0104,MDL010,VAR055,0,0,0,0,3,0,3,0,6.6,0,0
2026-01-01,SVC024,PRT0104,MDL010,VAR055,9,9,0,0,18,0,9,0,4.6,2,8
2026-02-01,SVC024,PRT0104,MDL010,VAR055,0,0,0,0,11,0,11,0,3.4,0,0
2026-03-01,SVC024,PRT0104,MDL010,VAR055,4,4,0,0,12,0,8,0,2.6,1,3
2026-04-01,SVC024,PRT0104,MDL010,VAR055,7,7,0,0,17,0,10,0,2.1,2,5
2026-05-01,SVC024,PRT0104,MDL010,VAR055,0,0,0,0,3,0,3,0,5.4,0,0
2025-12-01,SVC024,PRT0105,MDL010,VAR056,5,5,0,0,16,0,11,0,5.7,1,4
2026-01-01,SVC024,PRT0105,MDL010,VAR056,0,0,0,0,4,0,4,0,6.9,0,0
2026-02-01,SVC024,PRT0105,MDL010,VAR056,0,0,0,0,1,0,1,0,2.0,0,0
2026-03-01,SVC024,PRT0105,MDL010,VAR056,3,3,0,0,8,2,7,0,4.7,1,2
2026-04-01,SVC024,PRT0105,MDL010,VAR056,0,0,0,0,2,3,5,0,3.7,0,0
2026-05-01,SVC024,PRT0105,MDL010,VAR056,2,2,0,0,12,0,10,0,7.5,0,2
2025-12-01,SVC024,PRT0106,MDL010,VAR057,9,6,0,3,8,5,7,5,8.7,1,5
2026-01-01,SVC024,PRT0106,MDL010,VAR057,15,15,0,0,19,3,7,0,4.8,3,11
2026-02-01,SVC024,PRT0106,MDL010,VAR057,12,12,0,0,21,0,9,0,5.1,4,9
2026-03-01,SVC024,PRT0106,MDL010,VAR057,14,14,0,0,16,0,2,0,7.7,3,11
2026-04-01,SVC024,PRT0106,MDL010,VAR057,12,12,0,0,17,1,6,0,4.0,3,9
2026-05-01,SVC024,PRT0106,MDL010,VAR057,12,12,0,0,22,0,10,0,7.8,2,10
2025-12-01,SVC024,PRT0107,MDL010,VAR058,0,0,0,0,1,0,1,0,4.7,0,0
2026-01-01,SVC024,PRT0107,MDL010,VAR058,6,6,0,0,11,0,5,0,9.3,1,5
2026-02-01,SVC024,PRT0107,MDL010,VAR058,0,0,0,0,5,1,6,0,7.1,0,0
2026-03-01,SVC024,PRT0107,MDL010,VAR058,5,3,0,2,7,2,6,2,2.7,1,3
2026-04-01,SVC024,PRT0107,MDL010,VAR058,0,0,0,0,9,0,9,0,9.6,0,0
2026-05-01,SVC024,PRT0107,MDL010,VAR058,7,7,0,0,10,0,3,0,4.1,2,6
2025-12-01,SVC024,PRT0108,MDL010,VAR059,0,0,0,0,2,1,3,0,7.8,0,0
2026-01-01,SVC024,PRT0108,MDL010,VAR059,5,5,0,0,13,0,8,0,2.1,1,4
2026-02-01,SVC024,PRT0108,MDL010,VAR059,1,1,0,0,12,0,11,0,5.3,0,1
2026-03-01,SVC024,PRT0108,MDL010,VAR059,0,0,0,0,8,0,8,0,9.4,0,0
2026-04-01,SVC024,PRT0108,MDL010,VAR059,0,0,0,0,11,0,11,0,5.0,0,0
2026-05-01,SVC024,PRT0108,MDL010,VAR059,4,4,0,0,10,0,6,0,5.0,1,3
2025-12-01,SVC024,PRT0109,MDL010,VAR060,16,16,0,0,18,5,7,0,8.9,5,13
2026-01-01,SVC024,PRT0109,MDL010,VAR060,0,0,0,0,10,0,10,0,6.1,0,0
2026-02-01,SVC024,PRT0109,MDL010,VAR060,11,11,0,0,20,0,9,0,6.8,2,9
2026-03-01,SVC024,PRT0109,MDL010,VAR060,14,14,0,0,22,0,8,0,9.9,4,12
2026-04-01,SVC024,PRT0109,MDL010,VAR060,17,14,2,1,17,3,6,5,5.7,2,12
2026-05-01,SVC024,PRT0109,MDL010,VAR060,13,13,0,0,18,0,5,0,5.5,3,10
2025-12-01,SVC024,PRT0110,MDL011,VAR061,5,5,0,0,15,0,10,0,8.0,1,4
2026-01-01,SVC024,PRT0110,MDL011,VAR061,6,6,0,0,6,0,0,0,7.6,2,5
2026-02-01,SVC024,PRT0110,MDL011,VAR061,7,7,0,0,11,3,7,0,4.7,1,6
2026-03-01,SVC024,PRT0110,MDL011,VAR061,7,7,0,0,9,0,2,0,3.5,1,6
2026-04-01,SVC024,PRT0110,MDL011,VAR061,5,5,0,0,7,0,2,0,9.9,1,4
2026-05-01,SVC024,PRT0110,MDL011,VAR061,6,6,0,0,6,5,5,0,6.8,2,5
2025-12-01,SVC024,PRT0111,MDL011,VAR062,0,0,0,0,6,0,6,0,9.9,0,0
2026-01-01,SVC024,PRT0111,MDL011,VAR062,0,0,0,0,5,2,7,0,9.7,0,0
2026-02-01,SVC024,PRT0111,MDL011,VAR062,5,5,0,0,8,3,6,0,4.4,1,4
2026-03-01,SVC024,PRT0111,MDL011,VAR062,1,1,0,0,3,4,6,0,2.1,0,1
2026-04-01,SVC024,PRT0111,MDL011,VAR062,0,0,0,0,7,0,7,0,7.2,0,0
2026-05-01,SVC024,PRT0111,MDL011,VAR062,0,0,0,0,8,0,8,0,8.8,0,0
2025-12-01,SVC024,PRT0112,MDL011,VAR063,13,13,0,0,23,0,10,0,9.4,3,9
2026-01-01,SVC024,PRT0112,MDL011,VAR063,12,10,0,2,21,0,11,2,8.4,2,8
2026-02-01,SVC024,PRT0112,MDL011,VAR063,13,13,0,0,16,0,3,0,8.8,2,10
2026-03-01,SVC024,PRT0112,MDL011,VAR063,12,12,0,0,18,0,6,0,3.3,3,9
2026-04-01,SVC024,PRT0112,MDL011,VAR063,14,14,0,0,19,0,5,0,2.7,2,11
2026-05-01,SVC024,PRT0112,MDL011,VAR063,14,14,0,0,16,2,4,0,6.9,3,11
2025-12-01,SVC024,PRT0113,MDL011,VAR064,0,0,0,0,5,1,6,0,8.5,0,0
2026-01-01,SVC024,PRT0113,MDL011,VAR064,0,0,0,0,2,0,2,0,6.2,0,0
2026-02-01,SVC024,PRT0113,MDL011,VAR064,5,5,0,0,16,0,11,0,4.0,1,4
2026-03-01,SVC024,PRT0113,MDL011,VAR064,7,7,0,0,11,2,6,0,4.3,1,5
2026-04-01,SVC024,PRT0113,MDL011,VAR064,9,9,0,0,13,3,7,0,3.3,3,7
2026-05-01,SVC024,PRT0113,MDL011,VAR064,5,5,0,0,14,0,9,0,6.8,1,4
2025-12-01,SVC024,PRT0114,MDL011,VAR065,1,1,0,0,5,0,4,0,9.4,0,1
2026-01-01,SVC024,PRT0114,MDL011,VAR065,3,3,0,0,6,0,3,0,5.3,1,2
2026-02-01,SVC024,PRT0114,MDL011,VAR065,0,0,0,0,6,1,7,0,9.4,0,0
2026-03-01,SVC024,PRT0114,MDL011,VAR065,5,5,0,0,7,3,5,0,6.3,1,4
2026-04-01,SVC024,PRT0114,MDL011,VAR065,0,0,0,0,9,0,9,0,6.3,0,0
2026-05-01,SVC024,PRT0114,MDL011,VAR065,0,0,0,0,6,0,6,0,6.9,0,0
2025-12-01,SVC024,PRT0115,MDL011,VAR066,10,10,0,0,10,7,7,0,2.2,1,9
2026-01-01,SVC024,PRT0115,MDL011,VAR066,13,13,0,0,14,0,1,0,5.8,2,10
2026-02-01,SVC024,PRT0115,MDL011,VAR066,15,15,0,0,16,2,3,0,8.3,4,13
2026-03-01,SVC024,PRT0115,MDL011,VAR066,7,7,0,0,17,0,10,0,9.8,1,5
2026-04-01,SVC024,PRT0115,MDL011,VAR066,13,13,0,0,14,2,3,0,3.2,2,10
2026-05-01,SVC024,PRT0115,MDL011,VAR066,12,12,0,0,15,2,5,0,7.9,3,9
2025-12-01,SVC024,PRT0116,MDL012,VAR067,7,7,0,0,15,0,8,0,8.3,1,5
2026-01-01,SVC024,PRT0116,MDL012,VAR067,0,0,0,0,1,0,1,0,4.5,0,0
2026-02-01,SVC024,PRT0116,MDL012,VAR067,0,0,0,0,3,0,3,0,7.3,0,0
2026-03-01,SVC024,PRT0116,MDL012,VAR067,6,6,0,0,14,0,8,0,9.4,1,5
2026-04-01,SVC024,PRT0116,MDL012,VAR067,6,6,0,0,15,0,9,0,4.9,1,5
2026-05-01,SVC024,PRT0116,MDL012,VAR067,0,0,0,0,5,0,5,0,4.8,0,0
2025-12-01,SVC024,PRT0117,MDL012,VAR068,0,0,0,0,3,0,3,0,2.5,0,0
2026-01-01,SVC024,PRT0117,MDL012,VAR068,0,0,0,0,6,0,6,0,8.8,0,0
2026-02-01,SVC024,PRT0117,MDL012,VAR068,2,0,2,2,8,0,8,5,6.0,0,0
2026-03-01,SVC024,PRT0117,MDL012,VAR068,3,3,0,0,7,3,7,0,8.8,0,2
2026-04-01,SVC024,PRT0117,MDL012,VAR068,4,4,0,0,9,2,7,0,5.8,1,3
2026-05-01,SVC024,PRT0117,MDL012,VAR068,0,0,0,0,0,0,0,0,9.5,0,0
2025-12-01,SVC024,PRT0118,MDL012,VAR069,0,0,0,0,6,0,6,0,9.7,0,0
2026-01-01,SVC024,PRT0118,MDL012,VAR069,15,15,0,0,25,0,10,0,5.5,2,12
2026-02-01,SVC024,PRT0118,MDL012,VAR069,16,16,0,0,23,0,7,0,2.1,3,13
2026-03-01,SVC024,PRT0118,MDL012,VAR069,16,16,0,0,16,1,1,0,5.1,5,14
2026-04-01,SVC024,PRT0118,MDL012,VAR069,12,12,0,0,15,0,3,0,9.3,2,10
2026-05-01,SVC024,PRT0118,MDL012,VAR069,13,10,2,1,18,0,8,4,4.9,2,7
2025-12-01,SVC024,PRT0119,MDL012,VAR070,7,7,0,0,8,3,4,0,5.6,2,6
2026-01-01,SVC024,PRT0119,MDL012,VAR070,8,8,0,0,8,1,1,0,3.6,2,6
2026-02-01,SVC024,PRT0119,MDL012,VAR070,0,0,0,0,10,0,10,0,3.5,0,0
2026-03-01,SVC024,PRT0119,MDL012,VAR070,4,4,0,0,14,0,10,0,2.1,1,3
2026-04-01,SVC024,PRT0119,MDL012,VAR070,0,0,0,0,9,0,9,0,5.1,0,0
2026-05-01,SVC024,PRT0119,MDL012,VAR070,0,0,0,0,6,1,7,0,2.5,0,0
2025-12-01,SVC024,PRT0120,MDL012,VAR071,0,0,0,0,1,5,6,0,2.4,0,0
2026-01-01,SVC024,PRT0120,MDL012,VAR071,5,5,0,0,7,2,4,0,4.6,1,4
2026-02-01,SVC024,PRT0120,MDL012,VAR071,0,0,0,0,8,0,8,0,7.4,0,0
2026-03-01,SVC024,PRT0120,MDL012,VAR071,0,0,0,0,6,1,7,0,6.9,0,0
2026-04-01,SVC024,PRT0120,MDL012,VAR071,0,0,0,0,4,3,7,0,2.9,0,0
2026-05-01,SVC024,PRT0120,MDL012,VAR071,5,5,0,0,15,0,10,0,9.2,1,4
2025-12-01,SVC024,PRT0121,MDL012,VAR072,13,13,0,0,24,0,11,0,9.5,2,11
2026-01-01,SVC024,PRT0121,MDL012,VAR072,14,14,0,0,23,0,9,0,4.6,2,11
2026-02-01,SVC024,PRT0121,MDL012,VAR072,14,14,0,0,25,0,11,0,8.2,3,11
2026-03-01,SVC024,PRT0121,MDL012,VAR072,11,11,0,0,20,0,9,0,6.6,3,8
2026-04-01,SVC024,PRT0121,MDL012,VAR072,16,16,0,0,27,0,11,0,8.7,4,12
2026-05-01,SVC024,PRT0121,MDL012,VAR072,8,8,0,0,16,0,8,0,6.0,1,7
2025-12-01,SVC024,PRT0122,MDL001,VAR001,0,0,0,0,4,0,4,0,8.0,0,0
2026-01-01,SVC024,PRT0122,MDL001,VAR001,5,5,0,0,11,0,6,0,8.4,1,4
2026-02-01,SVC024,PRT0122,MDL001,VAR001,0,0,0,0,2,0,2,0,8.7,0,0
2026-03-01,SVC024,PRT0122,MDL001,VAR001,0,0,0,0,9,0,9,0,2.4,0,0
2026-04-01,SVC024,PRT0122,MDL001,VAR001,5,5,0,0,11,0,6,0,6.9,1,4
2026-05-01,SVC024,PRT0122,MDL001,VAR001,5,5,0,0,14,0,9,0,6.3,1,4
2025-12-01,SVC024,PRT0123,MDL001,VAR002,0,0,0,0,5,0,5,0,7.3,0,0
2026-01-01,SVC024,PRT0123,MDL001,VAR002,4,4,0,0,14,0,10,0,6.4,1,3
2026-02-01,SVC024,PRT0123,MDL001,VAR002,0,0,0,0,4,0,4,0,9.5,0,0
2026-03-01,SVC024,PRT0123,MDL001,VAR002,0,0,0,0,1,4,5,0,7.2,0,0
2026-04-01,SVC024,PRT0123,MDL001,VAR002,3,3,0,0,5,0,2,0,6.4,1,2
2026-05-01,SVC024,PRT0123,MDL001,VAR002,0,0,0,0,10,0,10,0,7.0,0,0
2025-12-01,SVC024,PRT0124,MDL001,VAR003,13,11,1,1,12,3,4,5,8.0,3,8
2026-01-01,SVC024,PRT0124,MDL001,VAR003,13,13,0,0,14,6,7,0,8.7,2,11
2026-02-01,SVC024,PRT0124,MDL001,VAR003,14,14,0,0,19,0,5,0,4.7,2,12
2026-03-01,SVC024,PRT0124,MDL001,VAR003,11,11,0,0,19,0,8,0,3.5,1,9
2026-04-01,SVC024,PRT0124,MDL001,VAR003,17,17,0,0,21,0,4,0,8.4,4,14
2026-05-01,SVC024,PRT0124,MDL001,VAR003,14,14,0,0,21,0,7,0,4.0,2,12
2025-12-01,SVC024,PRT0125,MDL001,VAR004,0,0,0,0,8,0,8,0,5.4,0,0
2026-01-01,SVC024,PRT0125,MDL001,VAR004,4,4,0,0,7,0,3,0,6.3,1,3
2026-02-01,SVC024,PRT0125,MDL001,VAR004,6,6,0,0,8,0,2,0,4.2,1,5
2026-03-01,SVC024,PRT0125,MDL001,VAR004,7,7,0,0,10,1,4,0,4.8,2,6
2026-04-01,SVC024,PRT0125,MDL001,VAR004,0,0,0,0,7,0,7,0,5.4,0,0
2026-05-01,SVC024,PRT0125,MDL001,VAR004,4,4,0,0,4,3,3,0,10.0,1,3
2025-12-01,SVC024,PRT0126,MDL001,VAR005,1,1,0,0,8,0,7,0,9.2,0,1
2026-01-01,SVC024,PRT0126,MDL001,VAR005,3,3,0,0,11,0,8,0,8.9,1,2
2026-02-01,SVC024,PRT0126,MDL001,VAR005,4,4,0,0,11,0,7,0,8.6,1,3
2026-03-01,SVC024,PRT0126,MDL001,VAR005,5,5,0,0,13,0,8,0,9.5,1,4
2026-04-01,SVC024,PRT0126,MDL001,VAR005,2,2,0,0,8,0,6,0,8.5,1,1
2026-05-01,SVC024,PRT0126,MDL001,VAR005,0,0,0,0,6,0,6,0,5.7,0,0
2025-12-01,SVC024,PRT0127,MDL001,VAR006,12,12,0,0,15,4,7,0,3.6,1,10
2026-01-01,SVC024,PRT0127,MDL001,VAR006,13,13,0,0,13,7,7,0,5.7,2,10
2026-02-01,SVC024,PRT0127,MDL001,VAR006,16,16,0,0,17,5,6,0,2.4,5,13
2026-03-01,SVC024,PRT0127,MDL001,VAR006,9,9,0,0,16,0,7,0,8.8,2,6
2026-04-01,SVC024,PRT0127,MDL001,VAR006,16,16,0,0,25,0,9,0,5.4,3,12
2026-05-01,SVC024,PRT0127,MDL001,VAR006,14,14,0,0,17,0,3,0,9.1,3,10
2025-12-01,SVC024,PRT0128,MDL002,VAR007,8,8,0,0,17,0,9,0,3.7,2,6
2026-01-01,SVC024,PRT0128,MDL002,VAR007,8,8,0,0,16,0,8,0,2.3,1,6
2026-02-01,SVC024,PRT0128,MDL002,VAR007,5,2,0,3,13,0,11,3,8.4,1,1
2026-03-01,SVC024,PRT0128,MDL002,VAR007,0,0,0,0,3,4,7,0,4.8,0,0
2026-04-01,SVC024,PRT0128,MDL002,VAR007,8,7,0,1,12,3,8,5,2.7,1,5
2026-05-01,SVC024,PRT0128,MDL002,VAR007,7,7,0,0,17,0,10,0,5.9,2,6
2025-12-01,SVC024,PRT0129,MDL002,VAR008,5,5,0,0,6,3,4,0,9.6,1,4
2026-01-01,SVC024,PRT0129,MDL002,VAR008,0,0,0,0,0,0,0,0,8.5,0,0
2026-02-01,SVC024,PRT0129,MDL002,VAR008,2,2,0,0,13,0,11,0,9.4,1,2
2026-03-01,SVC024,PRT0129,MDL002,VAR008,0,0,0,0,0,5,5,0,7.9,0,0
2026-04-01,SVC024,PRT0129,MDL002,VAR008,5,1,1,3,4,3,6,5,2.7,0,1
2026-05-01,SVC024,PRT0129,MDL002,VAR008,0,0,0,0,3,4,7,0,4.6,0,0
2025-12-01,SVC024,PRT0130,MDL002,VAR009,8,8,0,0,12,0,4,0,8.5,2,6
2026-01-01,SVC024,PRT0130,MDL002,VAR009,13,13,0,0,21,0,8,0,5.6,3,11
2026-02-01,SVC024,PRT0130,MDL002,VAR009,9,9,0,0,18,0,9,0,5.3,1,7
2026-03-01,SVC024,PRT0130,MDL002,VAR009,17,17,0,0,26,0,9,0,3.4,4,13
2026-04-01,SVC024,PRT0130,MDL002,VAR009,12,12,0,0,18,1,7,0,5.6,3,10
2026-05-01,SVC024,PRT0130,MDL002,VAR009,9,9,0,0,10,0,1,0,2.1,1,7
